X,Y,Bouguer
320,208,-19.19191919
328,208,-17.17171717
336,208,-15.15151515
344,208,-13.13131313
352,208,-11.11111111
360,208,-9.090909091
368,208,-7.070707071
376,208,-5.050505051
384,208,-3.03030303
392,208,-1.01010101
400,208,1.01010101
408,208,3.03030303
416,208,5.050505051
424,208,7.070707071
432,208,9.090909091
440,208,11.11111111
448,208,13.13131313
456,208,15.15151515
464,208,17.17171717
472,208,19.19191919
480,208,21.21209417
488,208,23.23220198
496,208,25.25221068
504,208,27.27207457
512,208,29.29172902
520,208,31.31108354
528,208,33.33001281
536,208,35.34834512
544,208,37.36584776
552,208,39.38220874
560,208,41.39701436
568,208,43.40972201
576,208,45.41962791
584,208,47.42582931
592,208,49.42718118
600,208,51.42224762
608,208,53.40924844
616,208,55.38600196
624,208,57.3498656
632,208,59.29767627
640,208,61.22569309
648,208,63.12954569
656,208,65.00419157
664,208,66.84388632
672,208,68.64217091
680,208,70.3918796
688,208,72.08517228
696,208,73.71359378
704,208,75.26816209
712,208,76.73948613
720,208,78.11791192
728,208,79.39369493
736,208,80.55719408
744,208,81.59908191
752,208,82.51056339
760,208,83.28359543
768,208,83.91109775
776,208,84.38714631
784,208,84.70714038
792,208,84.86793539
0,216,-84.86793539
8,216,-84.70714038
16,216,-84.38714631
24,216,-83.91109775
32,216,-83.28359543
40,216,-82.51056339
48,216,-81.59908191
56,216,-80.55719408
64,216,-79.39369493
72,216,-78.11791192
80,216,-76.73948613
88,216,-75.26816209
96,216,-73.71359378
104,216,-72.08517228
112,216,-70.3918796
120,216,-68.64217091
128,216,-66.84388632
136,216,-65.00419157
144,216,-63.12954569
152,216,-61.22569309
160,216,-59.29767627
168,216,-57.3498656
176,216,-55.38600196
184,216,-53.40924844
192,216,-51.42224762
200,216,-49.42718118
208,216,-47.42582931
216,216,-45.41962791
224,216,-43.40972201
232,216,-41.39701436
240,216,-39.38220874
248,216,-37.36584776
256,216,-35.34834512
264,216,-33.33001281
272,216,-31.31108354
280,216,-29.29172902
288,216,-27.27207457
296,216,-25.25221068
304,216,-23.23220198
312,216,-21.21209417
320,216,-19.19191919
328,216,-17.17171717
336,216,-15.15151515
344,216,-13.13131313
352,216,-11.11111111
360,216,-9.090909091
368,216,-7.070707071
376,216,-5.050505051
384,216,-3.03030303
392,216,-1.01010101
400,216,1.01010101
408,216,3.03030303
416,216,5.050505051
424,216,7.070707071
432,216,9.090909091
440,216,11.11111111
448,216,13.13131313
456,216,15.15151515
464,216,17.17171717
472,216,19.19191919
480,216,21.21209417
488,216,23.23220198
496,216,25.25221068
504,216,27.27207457
512,216,29.29172902
520,216,31.31108354
528,216,33.33001281
536,216,35.34834512
544,216,37.36584776
552,216,39.38220874
560,216,41.39701436
568,216,43.40972201
576,216,45.41962791
584,216,47.42582931
592,216,49.42718118
600,216,51.42224762
608,216,53.40924844
616,216,55.38600196
624,216,57.3498656
632,216,59.29767627
640,216,61.22569309
648,216,63.12954569
656,216,65.00419157
664,216,66.84388632
672,216,68.64217091
680,216,70.3918796
688,216,72.08517228
696,216,73.71359378
704,216,75.26816209
712,216,76.73948613
720,216,78.11791192
728,216,79.39369493
736,216,80.55719408
744,216,81.59908191
752,216,82.51056339
760,216,83.28359543
768,216,83.91109775
776,216,84.38714631
784,216,84.70714038
792,216,84.86793539
0,224,-84.86793539
8,224,-84.70714038
16,224,-84.38714631
24,224,-83.91109775
32,224,-83.28359543
40,224,-82.51056339
48,224,-81.59908191
56,224,-80.55719408
64,224,-79.39369493
72,224,-78.11791192
80,224,-76.73948613
88,224,-75.26816209
96,224,-73.71359378
104,224,-72.08517228
112,224,-70.3918796
120,224,-68.64217091
128,224,-66.84388632
136,224,-65.00419157
144,224,-63.12954569
152,224,-61.22569309
160,224,-59.29767627
168,224,-57.3498656
176,224,-55.38600196
184,224,-53.40924844
192,224,-51.42224762
200,224,-49.42718118
208,224,-47.42582931
216,224,-45.41962791
224,224,-43.40972201
232,224,-41.39701436
240,224,-39.38220874
248,224,-37.36584776
256,224,-35.34834512
264,224,-33.33001281
272,224,-31.31108354
280,224,-29.29172902
288,224,-27.27207457
296,224,-25.25221068
304,224,-23.23220198
312,224,-21.21209417
320,224,-19.19191919
328,224,-17.17171717
336,224,-15.15151515
344,224,-13.13131313
352,224,-11.11111111
360,224,-9.090909091
368,224,-7.070707071
376,224,-5.050505051
384,224,-3.03030303
392,224,-1.01010101
400,224,1.01010101
408,224,3.03030303
416,224,5.050505051
424,224,7.070707071
432,224,9.090909091
440,224,11.11111111
448,224,13.13131313
456,224,15.15151515
464,224,17.17171717
472,224,19.19191919
480,224,21.21209417
488,224,23.23220198
496,224,25.25221068
504,224,27.27207457
512,224,29.29172902
520,224,31.31108354
528,224,33.33001281
536,224,35.34834512
544,224,37.36584776
552,224,39.38220874
560,224,41.39701436
568,224,43.40972201
576,224,45.41962791
584,224,47.42582931
592,224,49.42718118
600,224,51.42224762
608,224,53.40924844
616,224,55.38600196
624,224,57.3498656
632,224,59.29767627
640,224,61.22569309
648,224,63.12954569
656,224,65.00419157
664,224,66.84388632
672,224,68.64217091
680,224,70.3918796
688,224,72.08517228
696,224,73.71359378
704,224,75.26816209
712,224,76.73948613
720,224,78.11791192
728,224,79.39369493
736,224,80.55719408
744,224,81.59908191
752,224,82.51056339
760,224,83.28359543
768,224,83.91109775
776,224,84.38714631
784,224,84.70714038
792,224,84.86793539
0,232,-84.86793539
8,232,-84.70714038
16,232,-84.38714631
24,232,-83.91109775
32,232,-83.28359543
40,232,-82.51056339
48,232,-81.59908191
56,232,-80.55719408
64,232,-79.39369493
72,232,-78.11791192
80,232,-76.73948613
88,232,-75.26816209
96,232,-73.71359378
104,232,-72.08517228
112,232,-70.3918796
120,232,-68.64217091
128,232,-66.84388632
136,232,-65.00419157
144,232,-63.12954569
152,232,-61.22569309
160,232,-59.29767627
168,232,-57.3498656
176,232,-55.38600196
184,232,-53.40924844
192,232,-51.42224762
200,232,-49.42718118
208,232,-47.42582931
216,232,-45.41962791
224,232,-43.40972201
232,232,-41.39701436
240,232,-39.38220874
248,232,-37.36584776
256,232,-35.34834512
264,232,-33.33001281
272,232,-31.31108354
280,232,-29.29172902
288,232,-27.27207457
296,232,-25.25221068
304,232,-23.23220198
312,232,-21.21209417
320,232,-19.19191919
328,232,-17.17171717
336,232,-15.15151515
344,232,-13.13131313
352,232,-11.11111111
360,232,-9.090909091
368,232,-7.070707071
376,232,-5.050505051
384,232,-3.03030303
392,232,-1.01010101
400,232,1.01010101
408,232,3.03030303
416,232,5.050505051
424,232,7.070707071
432,232,9.090909091
440,232,11.11111111
448,232,13.13131313
456,232,15.15151515
464,232,17.17171717
472,232,19.19191919
480,232,21.21209417
488,232,23.23220198
496,232,25.25221068
504,232,27.27207457
512,232,29.29172902
520,232,31.31108354
528,232,33.33001281
536,232,35.34834512
544,232,37.36584776
552,232,39.38220874
560,232,41.39701436
568,232,43.40972201
576,232,45.41962791
584,232,47.42582931
592,232,49.42718118
600,232,51.42224762
608,232,53.40924844
616,232,55.38600196
624,232,57.3498656
632,232,59.29767627
640,232,61.22569309
648,232,63.12954569
656,232,65.00419157
664,232,66.84388632
672,232,68.64217091
680,232,70.3918796
688,232,72.08517228
696,232,73.71359378
704,232,75.26816209
712,232,76.73948613
720,232,78.11791192
728,232,79.39369493
736,232,80.55719408
744,232,81.59908191
752,232,82.51056339
760,232,83.28359543
768,232,83.91109775
776,232,84.38714631
784,232,84.70714038
792,232,84.86793539
0,240,-84.86793539
8,240,-84.70714038
16,240,-84.38714631
24,240,-83.91109775
32,240,-83.28359543
40,240,-82.51056339
48,240,-81.59908191
56,240,-80.55719408
64,240,-79.39369493
72,240,-78.11791192
80,240,-76.73948613
88,240,-75.26816209
96,240,-73.71359378
104,240,-72.08517228
112,240,-70.3918796
120,240,-68.64217091
128,240,-66.84388632
136,240,-65.00419157
144,240,-63.12954569
152,240,-61.22569309
160,240,-59.29767627
168,240,-57.3498656
176,240,-55.38600196
184,240,-53.40924844
192,240,-51.42224762
200,240,-49.42718118
208,240,-47.42582931
216,240,-45.41962791
224,240,-43.40972201
232,240,-41.39701436
240,240,-39.38220874
248,240,-37.36584776
256,240,-35.34834512
264,240,-33.33001281
272,240,-31.31108354
280,240,-29.29172902
288,240,-27.27207457
296,240,-25.25221068
304,240,-23.23220198
312,240,-21.21209417
320,240,-19.19191919
328,240,-17.17171717
336,240,-15.15151515
344,240,-13.13131313
352,240,-11.11111111
360,240,-9.090909091
368,240,-7.070707071
376,240,-5.050505051
384,240,-3.03030303
392,240,-1.01010101
400,240,1.01010101
408,240,3.03030303
416,240,5.050505051
424,240,7.070707071
432,240,9.090909091
440,240,11.11111111
448,240,13.13131313
456,240,15.15151515
464,240,17.17171717
472,240,19.19191919
480,240,21.21209417
488,240,23.23220198
496,240,25.25221068
504,240,27.27207457
512,240,29.29172902
520,240,31.31108354
528,240,33.33001281
536,240,35.34834512
544,240,37.36584776
552,240,39.38220874
560,240,41.39701436
568,240,43.40972201
576,240,45.41962791
584,240,47.42582931
592,240,49.42718118
600,240,51.42224762
608,240,53.40924844
616,240,55.38600196
624,240,57.3498656
632,240,59.29767627
640,240,61.22569309
648,240,63.12954569
656,240,65.00419157
664,240,66.84388632
672,240,68.64217091
680,240,70.3918796
688,240,72.08517228
696,240,73.71359378
704,240,75.26816209
712,240,76.73948613
720,240,78.11791192
728,240,79.39369493
736,240,80.55719408
744,240,81.59908191
752,240,82.51056339
760,240,83.28359543
768,240,83.91109775
776,240,84.38714631
784,240,84.70714038
792,240,84.86793539
0,248,-84.86793539
8,248,-84.70714038
16,248,-84.38714631
24,248,-83.91109775
32,248,-83.28359543
40,248,-82.51056339
48,248,-81.59908191
56,248,-80.55719408
64,248,-79.39369493
72,248,-78.11791192
80,248,-76.73948613
88,248,-75.26816209
96,248,-73.71359378
104,248,-72.08517228
112,248,-70.3918796
120,248,-68.64217091
128,248,-66.84388632
136,248,-65.00419157
144,248,-63.12954569
152,248,-61.22569309
160,248,-59.29767627
168,248,-57.3498656
176,248,-55.38600196
184,248,-53.40924844
192,248,-51.42224762
200,248,-49.42718118
208,248,-47.42582931
216,248,-45.41962791
224,248,-43.40972201
232,248,-41.39701436
240,248,-39.38220874
248,248,-37.36584776
256,248,-35.34834512
264,248,-33.33001281
272,248,-31.31108354
280,248,-29.29172902
288,248,-27.27207457
296,248,-25.25221068
304,248,-23.23220198
312,248,-21.21209417
320,248,-19.19191919
328,248,-17.17171717
336,248,-15.15151515
344,248,-13.13131313
352,248,-11.11111111
360,248,-9.090909091
368,248,-7.070707071
376,248,-5.050505051
384,248,-3.03030303
392,248,-1.01010101
400,248,1.01010101
408,248,3.03030303
416,248,5.050505051
424,248,7.070707071
432,248,9.090909091
440,248,11.11111111
448,248,13.13131313
456,248,15.15151515
464,248,17.17171717
472,248,19.19191919
480,248,21.21209417
488,248,23.23220198
496,248,25.25221068
504,248,27.27207457
512,248,29.29172902
520,248,31.31108354
528,248,33.33001281
536,248,35.34834512
544,248,37.36584776
552,248,39.38220874
560,248,41.39701436
568,248,43.40972201
576,248,45.41962791
584,248,47.42582931
592,248,49.42718118
600,248,51.42224762
608,248,53.40924844
616,248,55.38600196
624,248,57.3498656
632,248,59.29767627
640,248,61.22569309
648,248,63.12954569
656,248,65.00419157
664,248,66.84388632
672,248,68.64217091
680,248,70.3918796
688,248,72.08517228
696,248,73.71359378
704,248,75.26816209
712,248,76.73948613
720,248,78.11791192
728,248,79.39369493
736,248,80.55719408
744,248,81.59908191
752,248,82.51056339
760,248,83.28359543
768,248,83.91109775
776,248,84.38714631
784,248,84.70714038
792,248,84.86793539
0,256,-84.86793539
8,256,-84.70714038
16,256,-84.38714631
24,256,-83.91109775
32,256,-83.28359543
40,256,-82.51056339
48,256,-81.59908191
56,256,-80.55719408
64,256,-79.39369493
72,256,-78.11791192
80,256,-76.73948613
88,256,-75.26816209
96,256,-73.71359378
104,256,-72.08517228
112,256,-70.3918796
120,256,-68.64217091
128,256,-66.84388632
136,256,-65.00419157
144,256,-63.12954569
152,256,-61.22569309
160,256,-59.29767627
168,256,-57.3498656
176,256,-55.38600196
184,256,-53.40924844
192,256,-51.42224762
200,256,-49.42718118
208,256,-47.42582931
216,256,-45.41962791
224,256,-43.40972201
232,256,-41.39701436
240,256,-39.38220874
248,256,-37.36584776
256,256,-35.34834512
264,256,-33.33001281
272,256,-31.31108354
280,256,-29.29172902
288,256,-27.27207457
296,256,-25.25221068
304,256,-23.23220198
312,256,-21.21209417
320,256,-19.19191919
328,256,-17.17171717
336,256,-15.15151515
344,256,-13.13131313
352,256,-11.11111111
360,256,-9.090909091
368,256,-7.070707071
376,256,-5.050505051
384,256,-3.03030303
392,256,-1.01010101
400,256,1.01010101
408,256,3.03030303
416,256,5.050505051
424,256,7.070707071
432,256,9.090909091
440,256,11.11111111
448,256,13.13131313
456,256,15.15151515
464,256,17.17171717
472,256,19.19191919
480,256,21.21209417
488,256,23.23220198
496,256,25.25221068
504,256,27.27207457
512,256,29.29172902
520,256,31.31108354
528,256,33.33001281
536,256,35.34834512
544,256,37.36584776
552,256,39.38220874
560,256,41.39701436
568,256,43.40972201
576,256,45.41962791
584,256,47.42582931
592,256,49.42718118
600,256,51.42224762
608,256,53.40924844
616,256,55.38600196
624,256,57.3498656
632,256,59.29767627
640,256,61.22569309
648,256,63.12954569
656,256,65.00419157
664,256,66.84388632
672,256,68.64217091
680,256,70.3918796
688,256,72.08517228
696,256,73.71359378
704,256,75.26816209
712,256,76.73948613
720,256,78.11791192
728,256,79.39369493
736,256,80.55719408
744,256,81.59908191
752,256,82.51056339
760,256,83.28359543
768,256,83.91109775
776,256,84.38714631
784,256,84.70714038
792,256,84.86793539
0,264,-84.86793539
8,264,-84.70714038
16,264,-84.38714631
24,264,-83.91109775
32,264,-83.28359543
40,264,-82.51056339
48,264,-81.59908191
56,264,-80.55719408
64,264,-79.39369493
72,264,-78.11791192
80,264,-76.73948613
88,264,-75.26816209
96,264,-73.71359378
104,264,-72.08517228
112,264,-70.3918796
120,264,-68.64217091
128,264,-66.84388632
136,264,-65.00419157
144,264,-63.12954569
152,264,-61.22569309
160,264,-59.29767627
168,264,-57.3498656
176,264,-55.38600196
184,264,-53.40924844
192,264,-51.42224762
200,264,-49.42718118
208,264,-47.42582931
216,264,-45.41962791
224,264,-43.40972201
232,264,-41.39701436
240,264,-39.38220874
248,264,-37.36584776
256,264,-35.34834512
264,264,-33.33001281
272,264,-31.31108354
280,264,-29.29172902
288,264,-27.27207457
296,264,-25.25221068
304,264,-23.23220198
312,264,-21.21209417
320,264,-19.19191919
328,264,-17.17171717
336,264,-15.15151515
344,264,-13.13131313
352,264,-11.11111111
360,264,-9.090909091
368,264,-7.070707071
376,264,-5.050505051
384,264,-3.03030303
392,264,-1.01010101
400,264,1.01010101
408,264,3.03030303
416,264,5.050505051
424,264,7.070707071
432,264,9.090909091
440,264,11.11111111
448,264,13.13131313
456,264,15.15151515
464,264,17.17171717
472,264,19.19191919
480,264,21.21209417
488,264,23.23220198
496,264,25.25221068
504,264,27.27207457
512,264,29.29172902
520,264,31.31108354
528,264,33.33001281
536,264,35.34834512
544,264,37.36584776
552,264,39.38220874
560,264,41.39701436
568,264,43.40972201
576,264,45.41962791
584,264,47.42582931
592,264,49.42718118
600,264,51.42224762
608,264,53.40924844
616,264,55.38600196
624,264,57.3498656
632,264,59.29767627
640,264,61.22569309
648,264,63.12954569
656,264,65.00419157
664,264,66.84388632
672,264,68.64217091
680,264,70.3918796
688,264,72.08517228
696,264,73.71359378
704,264,75.26816209
712,264,76.73948613
720,264,78.11791192
728,264,79.39369493
736,264,80.55719408
744,264,81.59908191
752,264,82.51056339
760,264,83.28359543
768,264,83.91109775
776,264,84.38714631
784,264,84.70714038
792,264,84.86793539
0,272,-84.86793539
8,272,-84.70714038
16,272,-84.38714631
24,272,-83.91109775
32,272,-83.28359543
40,272,-82.51056339
48,272,-81.59908191
56,272,-80.55719408
64,272,-79.39369493
72,272,-78.11791192
80,272,-76.73948613
88,272,-75.26816209
96,272,-73.71359378
104,272,-72.08517228
112,272,-70.3918796
120,272,-68.64217091
128,272,-66.84388632
136,272,-65.00419157
144,272,-63.12954569
152,272,-61.22569309
160,272,-59.29767627
168,272,-57.3498656
176,272,-55.38600196
184,272,-53.40924844
192,272,-51.42224762
200,272,-49.42718118
208,272,-47.42582931
216,272,-45.41962791
224,272,-43.40972201
232,272,-41.39701436
240,272,-39.38220874
248,272,-37.36584776
256,272,-35.34834512
264,272,-33.33001281
272,272,-31.31108354
280,272,-29.29172902
288,272,-27.27207457
296,272,-25.25221068
304,272,-23.23220198
312,272,-21.21209417
320,272,-19.19191919
328,272,-17.17171717
336,272,-15.15151515
344,272,-13.13131313
352,272,-11.11111111
360,272,-9.090909091
368,272,-7.070707071
376,272,-5.050505051
384,272,-3.03030303
392,272,-1.01010101
400,272,1.01010101
408,272,3.03030303
416,272,5.050505051
424,272,7.070707071
432,272,9.090909091
440,272,11.11111111
448,272,13.13131313
456,272,15.15151515
464,272,17.17171717
472,272,19.19191919
480,272,21.21209417
488,272,23.23220198
496,272,25.25221068
504,272,27.27207457
512,272,29.29172902
520,272,31.31108354
528,272,33.33001281
536,272,35.34834512
544,272,37.36584776
552,272,39.38220874
560,272,41.39701436
568,272,43.40972201
576,272,45.41962791
584,272,47.42582931
592,272,49.42718118
600,272,51.42224762
608,272,53.40924844
616,272,55.38600196
624,272,57.3498656
632,272,59.29767627
640,272,61.22569309
648,272,63.12954569
656,272,65.00419157
664,272,66.84388632
672,272,68.64217091
680,272,70.3918796
688,272,72.08517228
696,272,73.71359378
704,272,75.26816209
712,272,76.73948613
720,272,78.11791192
728,272,79.39369493
736,272,80.55719408
744,272,81.59908191
752,272,82.51056339
760,272,83.28359543
768,272,83.91109775
776,272,84.38714631
784,272,84.70714038
792,272,84.86793539
0,280,-84.86793539
8,280,-84.70714038
16,280,-84.38714631
24,280,-83.91109775
32,280,-83.28359543
40,280,-82.51056339
48,280,-81.59908191
56,280,-80.55719408
64,280,-79.39369493
72,280,-78.11791192
80,280,-76.73948613
88,280,-75.26816209
96,280,-73.71359378
104,280,-72.08517228
112,280,-70.3918796
120,280,-68.64217091
128,280,-66.84388632
136,280,-65.00419157
144,280,-63.12954569
152,280,-61.22569309
160,280,-59.29767627
168,280,-57.3498656
176,280,-55.38600196
184,280,-53.40924844
192,280,-51.42224762
200,280,-49.42718118
208,280,-47.42582931
216,280,-45.41962791
224,280,-43.40972201
232,280,-41.39701436
240,280,-39.38220874
248,280,-37.36584776
256,280,-35.34834512
264,280,-33.33001281
272,280,-31.31108354
280,280,-29.29172902
288,280,-27.27207457
296,280,-25.25221068
304,280,-23.23220198
312,280,-21.21209417
320,280,-19.19191919
328,280,-17.17171717
336,280,-15.15151515
344,280,-13.13131313
352,280,-11.11111111
360,280,-9.090909091
368,280,-7.070707071
376,280,-5.050505051
384,280,-3.03030303
392,280,-1.01010101
400,280,1.01010101
408,280,3.03030303
416,280,5.050505051
424,280,7.070707071
432,280,9.090909091
440,280,11.11111111
448,280,13.13131313
456,280,15.15151515
464,280,17.17171717
472,280,19.19191919
480,280,21.21209417
488,280,23.23220198
496,280,25.25221068
504,280,27.27207457
512,280,29.29172902
520,280,31.31108354
528,280,33.33001281
536,280,35.34834512
544,280,37.36584776
552,280,39.38220874
560,280,41.39701436
568,280,43.40972201
576,280,45.41962791
584,280,47.42582931
592,280,49.42718118
600,280,51.42224762
608,280,53.40924844
616,280,55.38600196
624,280,57.3498656
632,280,59.29767627
640,280,61.22569309
648,280,63.12954569
656,280,65.00419157
664,280,66.84388632
672,280,68.64217091
680,280,70.3918796
688,280,72.08517228
696,280,73.71359378
704,280,75.26816209
712,280,76.73948613
720,280,78.11791192
728,280,79.39369493
736,280,80.55719408
744,280,81.59908191
752,280,82.51056339
760,280,83.28359543
768,280,83.91109775
776,280,84.38714631
784,280,84.70714038
792,280,84.86793539
0,288,-84.86793539
8,288,-84.70714038
16,288,-84.38714631
24,288,-83.91109775
32,288,-83.28359543
40,288,-82.51056339
48,288,-81.59908191
56,288,-80.55719408
64,288,-79.39369493
72,288,-78.11791192
80,288,-76.73948613
88,288,-75.26816209
96,288,-73.71359378
104,288,-72.08517228
112,288,-70.3918796
120,288,-68.64217091
128,288,-66.84388632
136,288,-65.00419157
144,288,-63.12954569
152,288,-61.22569309
160,288,-59.29767627
168,288,-57.3498656
176,288,-55.38600196
184,288,-53.40924844
192,288,-51.42224762
200,288,-49.42718118
208,288,-47.42582931
216,288,-45.41962791
224,288,-43.40972201
232,288,-41.39701436
240,288,-39.38220874
248,288,-37.36584776
256,288,-35.34834512
264,288,-33.33001281
272,288,-31.31108354
280,288,-29.29172902
288,288,-27.27207457
296,288,-25.25221068
304,288,-23.23220198
312,288,-21.21209417
320,288,-19.19191919
328,288,-17.17171717
336,288,-15.15151515
344,288,-13.13131313
352,288,-11.11111111
360,288,-9.090909091
368,288,-7.070707071
376,288,-5.050505051
384,288,-3.03030303
392,288,-1.01010101
400,288,1.01010101
408,288,3.03030303
416,288,5.050505051
424,288,7.070707071
432,288,9.090909091
440,288,11.11111111
448,288,13.13131313
456,288,15.15151515
464,288,17.17171717
472,288,19.19191919
480,288,21.21209417
488,288,23.23220198
496,288,25.25221068
504,288,27.27207457
512,288,29.29172902
520,288,31.31108354
528,288,33.33001281
536,288,35.34834512
544,288,37.36584776
552,288,39.38220874
560,288,41.39701436
568,288,43.40972201
576,288,45.41962791
584,288,47.42582931
592,288,49.42718118
600,288,51.42224762
608,288,53.40924844
616,288,55.38600196
624,288,57.3498656
632,288,59.29767627
640,288,61.22569309
648,288,63.12954569
656,288,65.00419157
664,288,66.84388632
672,288,68.64217091
680,288,70.3918796
688,288,72.08517228
696,288,73.71359378
704,288,75.26816209
712,288,76.73948613
720,288,78.11791192
728,288,79.39369493
736,288,80.55719408
744,288,81.59908191
752,288,82.51056339
760,288,83.28359543
768,288,83.91109775
776,288,84.38714631
784,288,84.70714038
792,288,84.86793539
0,296,-84.86793539
8,296,-84.70714038
16,296,-84.38714631
24,296,-83.91109775
32,296,-83.28359543
40,296,-82.51056339
48,296,-81.59908191
56,296,-80.55719408
64,296,-79.39369493
72,296,-78.11791192
80,296,-76.73948613
88,296,-75.26816209
96,296,-73.71359378
104,296,-72.08517228
112,296,-70.3918796
120,296,-68.64217091
128,296,-66.84388632
136,296,-65.00419157
144,296,-63.12954569
152,296,-61.22569309
160,296,-59.29767627
168,296,-57.3498656
176,296,-55.38600196
184,296,-53.40924844
192,296,-51.42224762
200,296,-49.42718118
208,296,-47.42582931
216,296,-45.41962791
224,296,-43.40972201
232,296,-41.39701436
240,296,-39.38220874
248,296,-37.36584776
256,296,-35.34834512
264,296,-33.33001281
272,296,-31.31108354
280,296,-29.29172902
288,296,-27.27207457
296,296,-25.25221068
304,296,-23.23220198
312,296,-21.21209417
320,296,-19.19191919
328,296,-17.17171717
336,296,-15.15151515
344,296,-13.13131313
352,296,-11.11111111
360,296,-9.090909091
368,296,-7.070707071
376,296,-5.050505051
384,296,-3.03030303
392,296,-1.01010101
400,296,1.01010101
408,296,3.03030303
416,296,5.050505051
424,296,7.070707071
432,296,9.090909091
440,296,11.11111111
448,296,13.13131313
456,296,15.15151515
464,296,17.17171717
472,296,19.19191919
480,296,21.21209417
488,296,23.23220198
496,296,25.25221068
504,296,27.27207457
512,296,29.29172902
520,296,31.31108354
528,296,33.33001281
536,296,35.34834512
544,296,37.36584776
552,296,39.38220874
560,296,41.39701436
568,296,43.40972201
576,296,45.41962791
584,296,47.42582931
592,296,49.42718118
600,296,51.42224762
608,296,53.40924844
616,296,55.38600196
624,296,57.3498656
632,296,59.29767627
640,296,61.22569309
648,296,63.12954569
656,296,65.00419157
664,296,66.84388632
672,296,68.64217091
680,296,70.3918796
688,296,72.08517228
696,296,73.71359378
704,296,75.26816209
712,296,76.73948613
720,296,78.11791192
728,296,79.39369493
736,296,80.55719408
744,296,81.59908191
752,296,82.51056339
760,296,83.28359543
768,296,83.91109775
776,296,84.38714631
784,296,84.70714038
792,296,84.86793539
0,304,-84.86793539
8,304,-84.70714038
16,304,-84.38714631
24,304,-83.91109775
32,304,-83.28359543
40,304,-82.51056339
48,304,-81.59908191
56,304,-80.55719408
64,304,-79.39369493
72,304,-78.11791192
80,304,-76.73948613
88,304,-75.26816209
96,304,-73.71359378
104,304,-72.08517228
112,304,-70.3918796
120,304,-68.64217091
128,304,-66.84388632
136,304,-65.00419157
144,304,-63.12954569
152,304,-61.22569309
160,304,-59.29767627
168,304,-57.3498656
176,304,-55.38600196
184,304,-53.40924844
192,304,-51.42224762
200,304,-49.42718118
208,304,-47.42582931
216,304,-45.41962791
224,304,-43.40972201
232,304,-41.39701436
240,304,-39.38220874
248,304,-37.36584776
256,304,-35.34834512
264,304,-33.33001281
272,304,-31.31108354
280,304,-29.29172902
288,304,-27.27207457
296,304,-25.25221068
304,304,-23.23220198
312,304,-21.21209417
320,304,-19.19191919
328,304,-17.17171717
336,304,-15.15151515
344,304,-13.13131313
352,304,-11.11111111
360,304,-9.090909091
368,304,-7.070707071
376,304,-5.050505051
384,304,-3.03030303
392,304,-1.01010101
400,304,1.01010101
408,304,3.03030303
416,304,5.050505051
424,304,7.070707071
432,304,9.090909091
440,304,11.11111111
448,304,13.13131313
456,304,15.15151515
464,304,17.17171717
472,304,19.19191919
480,304,21.21209417
488,304,23.23220198
496,304,25.25221068
504,304,27.27207457
512,304,29.29172902
520,304,31.31108354
528,304,33.33001281
536,304,35.34834512
544,304,37.36584776
552,304,39.38220874
560,304,41.39701436
568,304,43.40972201
576,304,45.41962791
584,304,47.42582931
592,304,49.42718118
600,304,51.42224762
608,304,53.40924844
616,304,55.38600196
624,304,57.3498656
632,304,59.29767627
640,304,61.22569309
648,304,63.12954569
656,304,65.00419157
664,304,66.84388632
672,304,68.64217091
680,304,70.3918796
688,304,72.08517228
696,304,73.71359378
704,304,75.26816209
712,304,76.73948613
720,304,78.11791192
728,304,79.39369493
736,304,80.55719408
744,304,81.59908191
752,304,82.51056339
760,304,83.28359543
768,304,83.91109775
776,304,84.38714631
784,304,84.70714038
792,304,84.86793539
0,312,-84.86793539
8,312,-84.70714038
16,312,-84.38714631
24,312,-83.91109775
32,312,-83.28359543
40,312,-82.51056339
48,312,-81.59908191
56,312,-80.55719408
64,312,-79.39369493
72,312,-78.11791192
80,312,-76.73948613
88,312,-75.26816209
96,312,-73.71359378
104,312,-72.08517228
112,312,-70.3918796
120,312,-68.64217091
128,312,-66.84388632
136,312,-65.00419157
144,312,-63.12954569
152,312,-61.22569309
160,312,-59.29767627
168,312,-57.3498656
176,312,-55.38600196
184,312,-53.40924844
192,312,-51.42224762
200,312,-49.42718118
208,312,-47.42582931
216,312,-45.41962791
224,312,-43.40972201
232,312,-41.39701436
240,312,-39.38220874
248,312,-37.36584776
256,312,-35.34834512
264,312,-33.33001281
272,312,-31.31108354
280,312,-29.29172902
288,312,-27.27207457
296,312,-25.25221068
304,312,-23.23220198
312,312,-21.21209417
320,312,-19.19191919
328,312,-17.17171717
336,312,-15.15151515
344,312,-13.13131313
352,312,-11.11111111
360,312,-9.090909091
368,312,-7.070707071
376,312,-5.050505051
384,312,-3.03030303
392,312,-1.01010101
400,312,1.01010101
408,312,3.03030303
416,312,5.050505051
424,312,7.070707071
432,312,9.090909091
440,312,11.11111111
448,312,13.13131313
456,312,15.15151515
464,312,17.17171717
472,312,19.19191919
480,312,21.21209417
488,312,23.23220198
496,312,25.25221068
504,312,27.27207457
512,312,29.29172902
520,312,31.31108354
528,312,33.33001281
536,312,35.34834512
544,312,37.36584776
552,312,39.38220874
560,312,41.39701436
568,312,43.40972201
